ParticleType	PosX_mm	PosY_mm	PosZ_mm
mu-	1100.87	484.961	978635
mu-	372.43	1166.06	980779
mu-	1342	804.507	982708
mu-	340.839	1103.29	984445
mu-	1232.41	593.741	986008
mu-	721.521	1439.84	987414
mu-	1099.67	484.923	1e+06
pi-	-9.84726	4.44991	4.75764
pi-	-18.4773	7.30219	1.26751
pi-	-24.3858	8.69998	-0.593335
pi-	-25	8.84882	-0.688669
pi-	-625.268	-1256.07	-241.784
mu-	356.955	-441.933	-17954
mu-	-761.744	-870.495	-29871.6
mu-	47.0396	-224.366	-34969.3
mu-	143.793	-301.852	-38505.2
mu-	-214.186	-1095.82	-38993
mu-	-608.423	-739.892	-39098.1
mu-	141.794	-628.926	-38892.3
mu-	-1306.09	-609.131	-38708.5
mu-	-689.533	-794.207	-39372.6
mu-	-1192.98	-489.763	-40076.3
mu-	-763.692	-522.079	-40870
mu-	-838.32	-446.275	-41206.7
mu-	-1074.34	-856.957	-41574.7
mu-	-1004.71	-874.79	-41855.8
mu-	-1115.22	-502.858	-41973.8
mu-	-1159.42	-768.039	-41945.5
mu-	-1193.31	-668.614	-41856.5
mu-	-915.267	-533.396	-41754.5
mu-	-1159.55	-727.669	-41661.2
mu-	-957.583	-803.788	-41604.1
mu-	-906.91	-765.937	-41540.1
mu-	-964.096	-805.582	-41455.3
mu-	-1111.56	-754.684	-41403
mu-	-1028.65	-572.387	-41375.4
mu-	-944.593	-770.889	-41382.1
mu-	-1083.81	-613.185	-41388.2
mu-	-990.774	-784.162	-41394.9
mu-	-970.655	-614.467	-41399.4
mu-	-1101.27	-686.237	-41400.3
mu-	-1003.65	-767.558	-41408.2
mu-	-929.539	-690.035	-41426.9
mu-	-975.241	-618.482	-41456.3
mu-	-1039.82	-629.451	-41478.6
mu-	-1060.36	-679.078	-41495
mu-	-1040.05	-716.694	-41509.3
mu-	-1007.68	-726.7	-41519.3
mu-	-982.623	-718.944	-41528
mu-	-967.236	-704.247	-41535.3
mu-	-960.698	-688.958	-41541.1
mu-	-961.566	-675.577	-41546.5
mu-	-966.508	-666.007	-41550.7
mu-	-972.291	-659.83	-41553.6
mu-	-978.185	-655.951	-41555.8
mu-	-983.209	-653.685	-41558.2
mu-	-987.453	-652.751	-41559.9
mu-	-990.966	-652.095	-41561.3
mu-	-993.754	-651.636	-41562.7
mu-	-995.817	-651.631	-41563.6
mu-	-997.434	-651.711	-41564.5
mu-	-998.7	-651.929	-41565.2
mu-	-999.78	-652.172	-41565.8
mu-	-1000.57	-652.509	-41566.3
mu-	-1001.06	-652.977	-41566.8
mu-	-1001.42	-653.367	-41567.3
mu-	-1001.66	-653.727	-41567.6
mu-	-1001.87	-654.02	-41567.9
mu-	-1001.99	-654.278	-41568
mu-	-1002.01	-654.508	-41568.1
mu-	-1002.01	-654.528	-41568.1
mu-	-1002.01	-654.528	-41568.1
pi0	0.7748	0.144745	8.77074
pi+	5.71751	-18.1818	25.6922
pi+	5.95154	-20.129	29.0812
pi0	3.40834e-06	-1.68687e-06	-12.6312
pi0	7.97923e-06	2.4541e-05	-12.6312
pi-	-0.412913	-0.802131	-12.6176
pi-	-0.75208	-1.41734	-12.5842
pi-	-0.953627	-1.92163	-12.4469
pi-	-0.998438	-2.31774	-12.2632
pi-	-0.983508	-2.59076	-12.0404
pi-	-1.04822	-2.75419	-11.8172
pi-	-1.08826	-2.92334	-11.694
pi-	-1.11368	-3.01974	-11.5945
pi-	-1.0992	-3.0296	-11.589
pi-	-1.09904	-3.02992	-11.5887
pi-	-1.09904	-3.02992	-11.5887
pi0	12.6552	7.24564	117.822
pi0	12.6552	7.24573	117.822
pi0	-0.773687	-0.0241397	94.7317
pi-	5.85944	-4.731	90.8554
pi-	10.9705	-7.97254	86.8477
pi-	15.1389	-9.52692	83.2639
pi-	18.2692	-9.98487	79.6615
pi-	20.9162	-10.5261	76.9016
pi-	23.1081	-11.3626	74.8614
pi-	24.1449	-11.968	72.6437
pi-	25	-12.5707	70.9979
pi-	224.919	261.728	-12144
pi-	279.698	123.59	-22167.1
pi-	250.368	210.74	-22371.6
mu-	528.549	-367.231	-31843.5
mu-	519.962	-361.063	-39480.4
mu-	295.251	-538.769	-45524.3
mu-	368.373	-356.094	-50214.2
mu-	284.936	-514.933	-53871.4
mu-	401.69	-354.861	-56729.9
mu-	306.321	-539.745	-58980.8
mu-	302.28	-530.532	-60811
mu-	405.593	-379.009	-62171.9
mu-	422.175	-620.777	-63195.7
mu-	544.557	-498.158	-63980.6
mu-	526.88	-443.838	-64618.3
mu-	610.932	-477.385	-65082.8
mu-	556.366	-583.941	-65456
mu-	427.953	-479.291	-65744.3
mu-	602.13	-497.138	-65965.1
mu-	432.999	-498.532	-66134.4
mu-	563.319	-587.484	-66285.8
mu-	555.563	-475.297	-66417.8
mu-	472.854	-519.535	-66521.3
mu-	511.218	-586.098	-66602.6
mu-	573.057	-564.314	-66666.9
mu-	576.35	-515.118	-66717
mu-	545.625	-490.886	-66758.6
mu-	513.746	-498.761	-66792.1
mu-	497.359	-524.302	-66817.6
mu-	500.606	-549.865	-66836.2
mu-	514.288	-564.11	-66851.5
mu-	528.732	-569.659	-66864.3
mu-	541.4	-567.788	-66874.5
mu-	550.488	-562.756	-66882.2
mu-	556.82	-556.501	-66888
mu-	559.981	-549.657	-66892.8
mu-	561.257	-544.052	-66896.4
mu-	561.405	-539.597	-66899.3
mu-	560.961	-536.176	-66901.7
mu-	560.343	-533.564	-66903.5
mu-	559.476	-531.585	-66905
mu-	558.695	-530.097	-66906.3
mu-	558.066	-528.97	-66907.3
mu-	557.586	-528.062	-66908.2
mu-	557.156	-527.286	-66908.8
mu-	556.767	-526.639	-66909.3
mu-	556.367	-526.127	-66909.7
mu-	556.022	-525.72	-66910
mu-	555.741	-525.419	-66910.2
mu-	555.503	-525.16	-66910.3
mu-	555.262	-525.002	-66910.3
mu-	555.154	-524.887	-66910.4
mu-	555.138	-524.855	-66910.3
mu-	555.138	-524.855	-66910.3
pi-	-0.340275	-3.3455	99.105
pi-	-0.209185	-4.77388	100.905
pi-	-0.631103	-5.52636	100.555
pi-	-0.993041	-6.14709	100.283
pi-	-1.17039	-6.66893	100.021
pi-	-1.33397	-7.05773	99.7967
pi-	-1.44299	-7.36426	99.6085
pi-	-1.52937	-7.6043	99.4459
pi-	-1.62344	-7.76864	99.3151
pi-	-1.65402	-7.9132	99.2338
pi-	-1.65169	-7.95731	99.2136
pi-	-1.65148	-7.95742	99.2134
pi-	-1.65148	-7.95742	99.2134
pi-	1.09949	-2.45892	108.984
pi-	2.47622	-4.80823	120.659
pi-	3.00627	-5.60261	123.586
pi-	4.50611	-8.16793	131.734
pi-	5.33864	-11.2031	137.824
pi-	6.29233	-13.1011	143.046
pi-	6.68267	-14.847	147.304
pi-	7.30853	-16.1268	150.693
pi-	8.73088	-17.2899	152.981
pi-	9.75398	-18.2932	154.888
pi-	10.6742	-18.81	156.489
pi-	11.076	-18.9019	157.051
pi-	12.3017	-18.5266	156.621
pi-	13.1453	-18.124	156.165
pi-	13.828	-17.8777	155.749
pi-	14.3928	-17.8268	155.391
pi-	14.8482	-17.8505	155.098
pi-	15.1775	-17.8748	154.798
pi-	15.3625	-17.8903	154.516
pi-	15.4931	-17.9608	154.301
pi-	15.5731	-18.0042	154.123
pi-	15.6169	-18.0539	154.032
pi-	15.6215	-18.0537	154.03
pi-	15.6215	-18.0537	154.03
pi-	15.6215	-18.0537	154.03
pi-	-5.19361	-5.60906	122.102
pi-	-8.2523	-9.70864	141.936
pi0	-0.773698	-0.0241233	94.7317
pi-	1.10132	-2.10552	-27.9095
pi-	2.21104	-3.61731	-29.1894
pi-	2.99797	-4.90935	-30.2509
pi-	3.49182	-6.09738	-30.9762
pi-	3.88364	-7.06891	-31.3981
pi-	4.15905	-7.83143	-31.8169
pi-	4.40423	-8.42872	-32.1031
pi-	4.70725	-8.81029	-32.3975
pi-	4.89371	-9.16198	-32.5861
pi-	5.07583	-9.44924	-32.6797
pi-	5.20153	-9.69808	-32.7442
pi-	5.30221	-9.88337	-32.7927
pi-	5.3349	-10.0259	-32.808
pi-	5.31872	-10.0432	-32.808
pi-	5.31821	-10.0431	-32.808
pi-	5.31821	-10.0431	-32.808
pi0	0.0841731	-0.112733	-26.1406
pi0	0.0842215	-0.112763	-26.1406
pi0	0.0842286	-0.112748	-26.1406
pi0	1.58673	0.157423	-23.011
pi-	0.29565	-2.31712	-8.28586
pi-	-1.41934	-1.96578	3.25339
pi-	-3.92899	-8.41789	19.6229
pi-	-4.28521	-9.96875	22.9672
pi0	-4.28522	-9.96875	22.9672
pi+	3.40071	-1.1087	-20.9046
pi0	0.0842403	-0.112755	-26.1406
pi+	-2.24361	25	-1.78702
pi+	52.9916	-199.016	45344.8
mu+	1754.45	-749.186	50705.8
mu+	1922.19	960.941	56164.5
mu+	134.359	712.238	61434.4
mu+	891.223	-916.692	66696.8
mu+	2228.05	118.002	72109.6
mu+	875.705	1268.19	77493.4
mu+	32.2679	-213.085	82870.6
mu+	1559.28	-768.256	88350.1
mu+	1995.41	719.588	93928.6
mu+	415.853	1064.15	99381.5
mu+	275.461	-556.186	104765
mu+	1785.89	-588.248	110310
mu+	1844.8	898.85	115862
mu+	289.612	935.919	121297
mu+	358.067	-603.823	126726
mu+	1793.65	-553.367	132288
mu+	1865.29	868.104	137839
mu+	334	987.812	143180
mu+	294.418	-562.874	148455
mu+	1708.97	-614.061	153915
mu+	1923.49	758.806	159380
mu+	483.698	1080.92	164695
mu+	230.442	858.273	213645
mu+	37.436	426.297	233499
mu+	2012.05	84.6463	256776
mu+	1565.83	1050.03	262138
mu+	511.364	1046.35	267506
mu+	101.822	71.7265	272846
mu+	717.225	-650.692	278304
mu+	1587.71	-552.351	283807
mu+	1999.06	192.747	289308
mu+	1589.59	1025.15	294673
mu+	600.868	1076.15	299930
mu+	103.885	211.875	305155
mu+	560.375	-567.983	310480
mu+	1369.48	-638.72	315883
mu+	1921.37	-89.9478	321294
mu+	1851.94	715.846	326648
mu+	1149.4	1172.16	331969
mu+	314.353	824.475	337176
mu+	163.078	-31.3887	342401
mu+	673.548	-598.683	347735
mu+	1366.23	-611.493	353113
mu+	1851.52	-177.252	358522
mu+	1930.17	473.364	363908
mu+	1508.8	1034.77	369220
mu+	780.649	1119.48	374485
mu+	234.398	637.486	379746
mu+	204.192	-28.7114	385058
mu+	554.817	-484.252	390455
mu+	1004.02	-630.193	395961
mu+	1419.96	-546.713	401499
mu+	1738.79	-289.187	407025
mu+	1910.83	140.951	412432
mu+	1800.62	676.902	417679
mu+	1394.54	1052.67	422905
mu+	772.224	1093.61	427999
mu+	263.352	677.169	433013
mu+	120.378	120.843	437940
mu+	494.039	-429.161	442792
mu+	1016.93	-612.089	447756
mu+	1498.19	-467.022	452742
mu+	1802.05	-140.601	457799
mu+	1907.46	265.049	462842
mu+	1815.4	659.631	467912
mu+	1509.28	996.086	472887
mu+	1039.73	1130.43	477803
mu+	565.798	992.023	482687
mu+	258.749	639.918	487575
mu+	177.516	256.367	492532
mu+	249.085	-62.4997	497536
mu+	383.51	-275.981	502608
mu+	541.311	-419.121	507688
mu+	674.206	-495.583	512827
mu+	768.383	-531.576	518012
mu+	881.018	-557.128	523112
mu+	988.514	-567.123	528174
mu+	1075.09	-564.835	533230
mu+	1086.93	-564.039	538376
mu+	1087.55	-564	543509
mu+	1071.51	-564.826	548637
mu+	1016.04	-565.321	553804
mu+	903.152	-553.691	559039
mu+	795.363	-526.36	564230
mu+	697.196	-485.76	569367
mu+	606.576	-434.817	574466
mu+	532.089	-378.367	579514
mu+	496.785	-345.787	584436
mu+	430.036	-271.668	589427
mu+	366.688	-178.122	594415
mu+	313.409	-60.7884	599401
mu+	284.158	49.5511	604332
mu+	1223.51	-560.11	669899
mu+	803.108	-561.846	674652
mu+	437.768	-320.315	679413
mu+	267.174	67.3769	684125
mu+	343.168	482.692	688857
mu+	596.368	817.842	693456
mu+	817.902	923.72	697814
mu+	1038.67	954.816	702088
mu+	1320.34	892.817	706433
mu+	1592.89	684.264	710749
mu+	1745.16	337.568	715047
mu+	1702.99	-40.7085	719230
mu+	1401.24	-405.575	723499
mu+	898.683	-506.778	727736
mu+	431.684	-215.379	732021
mu+	308.377	314.591	736326
mu+	549.239	742.421	740565
mu+	960.19	908.59	744692
mu+	1386.23	795.186	748782
mu+	1686.94	374.701	752963
mu+	1572.29	-195.882	757159
mu+	967.932	-481.169	761419
mu+	403.546	-113.691	765590
mu+	382.608	509.768	769682
mu+	807.53	884.834	773699
mu+	1365.17	823.872	777698
mu+	1696.59	318.713	781724
mu+	1403.4	-331.321	785842
mu+	595.276	-302.592	790038
mu+	394.846	464.144	794178
mu+	961.778	889.29	798221
mu+	1595.03	552.525	802293
mu+	1430.27	-271.256	806495
mu+	489.136	-99.084	810765
mu+	761.337	807.572	815025
mu+	1588.97	517.366	819216
mu+	1327.89	-370.517	823550
mu+	547.163	361.754	828121
mu+	1473.58	693.796	832474
mu+	1511.72	-271.256	836663
mu+	549.435	18.5983	898676
mu+	750.898	556.412	920484
mu+	1535.58	89.4934	955892
mu+	1589.28	1315.96	997592
mu+	1679.59	1252.88	1e+06
pi0	-9.67709e-05	-9.04327e-05	5.18033
pi+	14.7076	12.8186	50.1914
pi+	17.9006	16.5348	62.5342
pi+	23.4517	20.4176	81.4828
pi+	25	22.034	86.9831
pi+	919.473	64.4601	12979.4
mu+	590.166	179.769	33416.5
mu+	1113.22	-750.704	43038.6
mu+	140.749	-261.233	52660.4
mu+	1232.04	-222.321	62476.9
mu+	273.608	-710.833	72108.8
mu+	1004.01	106.931	81986.7
mu+	629.671	-894.917	91444.2
mu+	935.098	151.567	154679
mu+	164.048	-417.449	177574
mu+	1226.71	-225.873	186502
mu+	240.506	-655.833	195029
mu+	1016.65	65.8436	203631
mu+	286.171	-684.028	212480
mu+	920.337	116.682	297506
mu+	210.798	-255.682	306588
mu+	789.728	-763.131	315692
mu+	1082.46	-56.6361	324628
mu+	275.979	-59.5841	333335
mu+	472.555	-712.385	342345
mu+	996.544	-613.008	351598
mu+	1066.87	-128.623	360875
mu+	616.768	116.57	369985
mu+	332.068	-70.4647	379419
mu+	264.917	-335.602	388904
mu+	307.048	-496.418	398523
mu+	436.306	-648.223	407940
mu+	543.172	-702.767	417422
mu+	474.577	-672.561	427229
mu+	338.188	-541.411	437218
mu+	278.077	-381.99	446972
mu+	284.397	-228.711	456576
mu+	300.635	-174.79	465821
mu+	308.05	-157.058	474875
mu+	321.033	-130.685	483856
mu+	369.415	-58.3098	492882
mu+	539.972	-7.58539	502259
mu+	788.6	-57.7495	511521
mu+	890.196	-152.779	520361
mu+	956.387	-376.836	529295
mu+	316.246	-127.979	616544
mu+	841.44	-457.378	686542
mu+	272.917	-373.837	741611
mu+	538.74	-116.303	780658
mu+	569.284	-566.749	784812
pi0	-0.000115184	-1.44448e-05	5.18049
pi-	4.82278	-6.87687	34.0271
pi-	-0.588047	-14.2084	33.2259
pi-	-3.32092	-20.7807	31.8933
pi-	-4.33745	-25	31.7875
pi-	20.1974	25	-120.387
pi-	17.965	20.7135	-120.569
pi-	16.0652	17.4523	-121.17
pi-	14.2654	15.1048	-121.59
pi-	12.8464	13.1744	-121.855
pi-	11.7958	11.7381	-122.475
pi-	11.1968	10.5152	-123.079
pi-	10.9284	9.46764	-123.476
pi-	10.8026	8.58785	-123.637
pi-	10.6635	7.89884	-123.801
pi-	10.6051	7.3412	-123.923
pi-	10.5252	6.92355	-124.073
pi-	10.4301	6.6078	-124.197
pi-	10.3362	6.37894	-124.316
pi-	10.3173	6.35823	-124.323
pi-	10.3987	6.20828	-124.431
pi-	10.4641	6.10418	-124.47
pi-	10.4707	6.09652	-124.472
pi-	10.4707	6.09654	-124.472
pi-	10.4707	6.09654	-124.472
pi+	12.8741	24.1076	34.2616
pi+	13.2091	25	34.9593
pi+	268.625	435.899	12344.8
mu+	1833.64	448.917	22599.6
pi0	0.0125006	0.0122201	12.4695
pi0	0.0125427	0.0123152	12.4696
pi-	1.23793	-0.542645	45.1243
pi-	0.734777	-0.0990031	58.8164
pi0	0.0125349	0.0122827	12.4694
pi0	-1.82506	1.74224	49.2928
pi-	0.533751	5.20502	49.4265
pi-	0.973557	3.80646	48.8504
pi-	0.87001	6.21276	50.3024
pi-	0.909386	8.27204	51.3198
pi-	0.67886	10.0237	51.7932
pi-	0.524143	11.4528	52.1732
pi-	0.353963	12.5747	52.4842
pi-	0.346646	13.4584	52.849
pi-	0.255985	14.104	53.2668
pi-	0.238635	14.5615	53.6718
pi-	0.187814	14.9078	53.9565
pi-	0.0711198	15.2182	54.081
pi-	0.00199215	15.4464	54.2238
pi-	-0.0534189	15.5876	54.3738
pi-	-0.0486225	15.708	54.4496
pi-	-0.056575	15.7185	54.4584
pi-	-0.056683	15.7183	54.4587
pi-	-0.056683	15.7183	54.4587
pi0	1.79317	0.685508	47.5494
pi-	8.26054	-4.22745	52.746
pi0	8.26053	-4.22744	52.746
pi+	-3.52203	-2.56237	54.3441
pi+	-4.03299	-2.95335	55.1008
pi+	-4.98094	-3.68985	56.8359
pi+	-7.6461	-7.21852	61.9909
pi+	-9.33728	-9.97901	66.6099
pi+	-10.1653	-11.6315	70.8362
pi+	-11.0805	-13.5207	73.8376
pi+	-11.4535	-15.028	76.2963
pi+	-11.5497	-15.9822	78.4223
pi+	-11.9137	-16.9583	79.9833
pi+	-12.3177	-17.6518	81.2462
pi+	-12.4206	-18.4384	82.1349
pi+	-12.3884	-19.1387	82.7942
pi+	-12.3924	-19.5951	83.414
pi+	-12.4077	-19.791	83.988
pi+	-12.279	-19.8919	84.4409
pi+	-12.1241	-19.9723	84.7736
pi+	-11.9702	-19.9823	85.0281
pi+	-11.9168	-19.9835	85.2519
pi+	-11.9108	-19.9765	85.418
pi+	-11.8809	-19.9777	85.4573
pi+	-11.8798	-19.9792	85.4576
pi+	-11.8798	-19.9791	85.4577
pi+	-11.8798	-19.9791	85.4577
mu+	-11.9462	-19.9752	85.3511
mu+	-11.9585	-19.9703	85.3402
mu+	-11.9586	-19.9707	85.3396
mu+	-11.9586	-19.9707	85.3396
pi+	6.46541	-7.72955	85.9844
pi+	7.34385	-9.32478	99.172
pi+	8.56795	-10.2044	105.229
pi-	1605.98	-3430.13	753311
mu-	1164.59	-3363.96	749026
pi0	0.404762	0.434998	4.73444
pi0	0.404753	0.435	4.73447
pi0	0.404788	0.434956	4.73453
pi-	4.39003	7.53632	19.8594
pi-	6.88941	11.4702	27.7298
pi-	12.1016	20.2679	41.7213
pi-	15.948	25	49.8955
pi-	-1812.97	1565.45	56551
pi-	-1512.54	-215.736	58903.7
mu-	-1633.37	1703.54	64608.1
mu-	243.855	1007.88	70120.5
mu-	-1279.47	-327.223	75559.1
mu-	-1842.83	1485.13	81222
mu-	117.404	1324.4	86723.1
mu-	-981.454	-390.719	92049.7
mu-	-1994.85	1266.1	97541.2
mu-	-47.7263	1568.94	102952
mu-	-700.404	-368.25	108185
mu-	-2066.19	980.678	113635
mu-	-349.784	1811.98	119111
mu-	-301.842	-162.943	124380
mu-	-2008.21	481.759	129886
mu-	-1029.31	1921.44	135519
mu-	173.277	510.968	140915
mu-	-1541.76	-157.371	146304
mu-	-1737.89	1564.12	151859
mu-	50.8921	1372.01	157275
mu-	-712.979	-300.819	162598
mu-	-2022.33	762.761	168168
mu-	-805.489	1885.28	173765
mu-	113.926	389.678	179164
mu-	-1537.28	-127.803	184576
mu-	-1782.77	1479.42	190130
mu-	-92.8761	1514.04	195545
mu-	-421.367	-196.653	200829
mu-	-1914.28	358.132	206357
mu-	-1328.14	1783.77	211940
mu-	136.418	1060.53	217351
mu-	-823.272	-250.61	222669
mu-	-1985.26	706.952	228225
mu-	-1145.96	1854.96	233894
mu-	93.1074	980.048	239399
mu-	-766.469	-207.277	244972
mu-	-1790.1	499.773	250725
mu-	-1427.13	1716.59	256550
mu-	-46.5233	1547.35	262150
mu-	-148.142	81.8721	267598
mu-	-1489.37	85.8025	273225
mu-	-1759.05	1283.62	278994
mu-	-653.531	1876.94	284707
mu-	172.286	883.228	290353
mu-	-568.25	-68.2152	296134
mu-	-1607.09	278.105	302035
mu-	-1730.47	1304.31	307978
mu-	-794.028	1875.88	313803
mu-	132.046	1124.15	319467
mu-	-376.077	-15.3271	325130
mu-	-1415.91	51.5732	330966
mu-	-1809.93	865.731	336993
mu-	-1340.32	1662.05	342971
mu-	-303.824	1624.05	348747
mu-	82.6124	562.958	354346
mu-	-370.089	1670.19	404144
mu-	52.3179	577.983	429630
mu-	-406.799	32.7971	435281
mu-	-1024.07	-40.0114	441014
mu-	-1468.34	228.901	446853
mu-	-1674.78	637	452764
mu-	-1656.7	1074.16	458687
mu-	-1406.41	1468.85	464541
mu-	-952.939	1687.42	470326
mu-	-406.068	1591.64	476019
mu-	-13.8009	1160.97	481653
mu-	32.6635	632.063	487341
mu-	-179.084	229.467	493200
mu-	-404.487	51.8288	499216
mu-	-625.174	-29.4581	505263
mu-	-829.365	-49.5647	511308
mu-	-987.398	-32.2938	517354
mu-	-1100.54	0.978981	523427
mu-	-1173.56	31.7793	529529
mu-	-1229.37	60.6679	535619
mu-	-1218.17	54.5222	541817
mu-	-1202.73	46.3985	547974
mu-	-1199.18	49.6724	554046
mu-	-1233.39	65.3731	559992
mu-	-1285.61	93.3171	565850
mu-	-1299.67	101.721	571750
mu-	-1305.18	105.024	577620
mu-	-1298.39	103.153	583476
mu-	-1134.42	33.9339	589619
mu-	-970.132	2.98877	595704
mu-	-759.761	14.3727	601851
mu-	-555.618	83.4665	607986
mu-	-411.212	188.236	614002
mu-	-333.06	265.368	619867
mu-	-278.4	335.342	625660
mu-	-205.46	469.905	631536
mu-	-170.994	579.302	637304
mu-	-156.46	658.174	642970
mu-	-150.187	732.6	648592
mu-	-151.798	820.52	654191
mu-	-181.472	980.131	659914
mu-	-245.673	1134.27	665612
mu-	-362.791	1293.41	671342
mu-	-495.11	1401.81	676985
mu-	-783.872	1545.93	682786
mu-	-1095.24	1544.5	688624
mu-	-1455.03	1347.78	694614
mu-	-1664.65	921.608	700649
mu-	-1514.4	380.231	706767
mu-	-939.828	120.705	712946
mu-	-384.758	418.185	719108
mu-	-287.103	1000.27	725231
mu-	-576.204	1398.3	731164
mu-	-1017.27	1512.08	736987
mu-	-1498.01	1279.98	742890
mu-	-1680.56	746.464	748756
mu-	-1311.83	181.096	754746
mu-	-592.222	225.307	760737
mu-	-304.865	866.098	766733
mu-	-651.885	1390.44	772629
mu-	-1270.24	1402.58	778491
mu-	-1653.67	859.269	784345
mu-	-1249.2	174.611	790355
mu-	-479.18	535.772	796374
mu-	-451.841	1190.27	801966
mu-	-946.721	1564.78	807549
mu-	-1558.72	1362.24	813150
mu-	-1678.21	621.881	818860
mu-	-922.069	256.857	824609
mu-	-428.16	897.008	830322
mu-	-817.094	1462.19	835820
mu-	-1468.46	1409.22	841199
mu-	-1743.69	695.679	846737
mu-	-937.727	238.137	852536
mu-	-495.483	1044.11	858292
mu-	-1165.69	1500.79	863910
mu-	-1753.43	949.57	869453
mu-	-1146.8	227.345	875180
mu-	-498.476	974.857	880956
mu-	-1177.51	1487.09	886482
mu-	-1759.6	867.239	891963
mu-	-1039.14	238.162	897475
mu-	-524.61	1081.08	903023
mu-	-1288.36	1472.06	908343
mu-	-1690.37	654.078	913758
mu-	-657.328	468.825	919402
mu-	-866.177	1440.8	924904
mu-	-1695.06	1066.24	930226
mu-	-1023.08	280.713	935761
mu-	-687.384	1298.07	941382
mu-	-1730.06	1254.02	946781
mu-	-1397.02	381.932	952110
mu-	-828.412	513.062	956907
mu-	-701.549	680.043	961223
mu-	-799.168	543.535	965109
mu-	-1244.75	366.062	968605
mu-	-1790.02	855.956	971752
mu-	-1149.31	1515.5	974584
mu-	-827.135	533.994	977133
mu-	-1787.8	1094.96	979427
mu-	-657.804	890.698	981492
mu-	-1795.62	1065.4	983350
mu-	-784.603	592.699	985022
mu-	-1343.24	1498.54	986527
mu-	-1616.74	536.038	987882
mu-	-703.092	746.506	989101
mu-	-1133.24	1500.08	990199
mu-	-1786.89	1029.87	991186
mu-	-1385.72	401.76	992075
mu-	-750.672	646.802	992875
mu-	-769.02	1266.72	993595
mu-	-1275.59	1501.95	994243
mu-	-1703.47	1233.1	994826
mu-	-1755.82	773.724	995351
mu-	-1486.44	453.716	995823
mu-	-1110.51	399.621	996248
mu-	-810.778	569.522	996631
mu-	-671.686	849.208	996975
mu-	-691.735	1129.78	997285
mu-	-824.891	1344.89	997564
mu-	-1015.45	1470.88	997815
mu-	-1217.78	1510.55	998041
mu-	-1400.68	1481.17	998244
mu-	-1549.12	1404.98	998427
mu-	-1657.73	1301.34	998592
mu-	-1728.73	1186.01	998740
mu-	-1767.15	1070.38	998873
mu-	-1779.54	961.259	998993
mu-	-1772.24	862.805	999101
mu-	-1751	776.547	999199
mu-	-1720.26	702.759	999286
mu-	-1683.72	640.797	999365
mu-	-1644.23	589.487	999436
mu-	-1603.76	547.56	999500
mu-	-1563.85	513.564	999557
mu-	-1525.36	486.345	999609
mu-	-1488.82	464.703	999655
mu-	-1454.58	447.647	999697
mu-	-1422.78	434.377	999735
mu-	-1393.5	424.118	999769
mu-	-1366.73	416.284	999799
mu-	-1342.31	410.386	999827
mu-	-1320.12	405.998	999851
mu-	-1300.03	402.822	999874
mu-	-1281.87	400.596	999894
mu-	-1265.47	399.098	999912
mu-	-1250.68	398.168	999928
mu-	-1237.35	397.667	999942
mu-	-1225.36	397.499	999956
mu-	-1214.57	397.561	999967
mu-	-1204.87	397.795	999978
mu-	-1196.14	398.15	999988
mu-	-1188.29	398.586	999996
mu-	-1184.91	398.819	1e+06
pi0	0.404768	0.435003	4.73446
pi+	-0.48057	-3.33856	36.5452
pi+	-4.41856	-11.8786	72.6188
pi+	-5.08725	-16.6578	91.0381
pi+	-3.5017	-22.5501	108.834
pi+	-3.3106	-25	115.816
pi+	-268.961	-611.502	9194.55
mu+	-558.753	-630.418	24336.4
mu+	-73.5262	-407.437	37022.5
mu+	-198.937	155.8	49422.4
mu+	-633.092	203.665	62156.5
mu+	-860.457	-35.2514	75109.5
mu+	-884.83	-253.178	88203.9
mu+	-727.354	-521.086	100930
mu+	-416.76	-595.826	113529
mu+	-147.226	-442.214	126054
mu+	-674.051	167.364	215950
mu+	-778.351	77.7644	227745
mu+	-1027.89	-24.7141	239499
mu+	-1026.65	-21.6109	251402
mu+	-1106.43	-81.1904	263248
mu+	-1004.13	67.3501	275390
mu+	-828.318	158.284	287421
mu+	-550.114	119.726	299569
mu+	-373.549	-114.116	311650
mu+	-485.531	-481.323	323819
mu+	-740.134	-569.652	335496
mu+	-1059.71	-339.267	347462
mu+	-799.944	130.487	359876
mu+	-475.019	-416.733	372811
mu+	-1059.52	-226.555	385601
mu+	-427.466	-111.673	398790
mu+	-1040.2	-192.6	412248
mu+	-493.569	-397.075	425851
mu+	-853.416	58.7947	439248
mu+	-1033.76	-226.951	453508
mu+	-737.482	-500.91	467304
mu+	-470.03	-285.695	481124
mu+	-635.298	32.8901	494562
mu+	-902.227	12.9964	508106
mu+	-995.72	-83.9122	521864
mu+	-1025.97	-164.233	535522
mu+	-1033.12	-208.516	549121
mu+	-542.657	-406.023	641291
mu+	-850.569	-24.4532	715616
mu+	-709.356	-462.567	774810
mu+	-563.578	-133.569	822425
mu+	-524.984	-190.775	861134
mu+	-649.281	-404.165	891268
mu+	-597.899	-376.437	915409
mu+	-780.857	-81.4928	933460
mu+	-591.864	-354.008	948138
mu+	-795.574	-126.495	959877
mu+	-565.294	-834.099	969350
mu+	-467.14	-782.869	976971
mu+	-583.72	-827.002	982904
mu+	-438.797	-678.7	987802
mu+	-549.312	-840.942	991697
